idx,question,choice,ground_truth,qn_num
72,"A 4-year-old boy develops fever 3 weeks after being admitted to the hospital for induction chemotherapy for treatment of acute lymphoblastic leukemia. Chemotherapy medications are L-asparaginase, dexamethasone, doxorubicin, and vincristine. His temperature is 38.2°C (100.8°F), pulse is 122/min, and respirations are 24/min. Physical examination shows pallor, alopecia, and ulcerations over the gums. A central venous catheter with entry site in the right upper chest is present but has no surrounding erythema. A blood culture grows gram-negative rods after 36 hours. Which of the following underlying mechanisms is the most likely cause of this patient's susceptibility to infection?","A: Deficiency of terminal complement, B: Hypogammaglobulinemia, C: Impaired T-lymphocyte function, D: Inhibition of tumor necrosis factor Î± function, E: Neutropenia",E,1_72
74,A 6-year-old boy with acute lymphoblastic leukemia is brought to the office for a follow-up examination. He is receiving high-dose methotrexate therapy. A drug is added to the patient's medication regimen to decrease the toxicity of this therapy to normal cells. The beneficial effect of this new drug on normal cells is most likely achieved by bypassing the cellular requirement for which of the following enzymes?,"A: Dihydrofolate reductase, B: Methionine synthase, C: Pyruvate decarboxylase, D: Thiamine pyrophosphate, E: Thymidylate synthase",A,1_74
75,"A 4082-g (9-lb) male newborn is delivered in the hospital at 40 weeks' gestation to a 28-year-old primigravid woman. Pregnancy and delivery were uncomplicated. Apgar scores were 8 and 9 at 1 and 5 minutes, respectively. Examination of the newborn's tongue shows a small blind pit in the midline located near the intersection of the anterior two-thirds and the posterior one-third. Ultrasonography of the neck shows a mass attached to the hyoid bone. Cells in the mass produce a hormone that binds to which of the following?","A: G protein-linked receptors, B: Ligand-gated ion channels, C: Nuclear receptors, D: Receptor tyrosine kinases, E: Ïƒ Receptors",C,1_75
76,An investigator is studying how mice respond to filarial parasitic infections. Mice deficient in a specific protein found in eosinophils (Group X) are compared with wild-type mice (Group Y). Biopsies of lymph nodes from Group X mice show more adult worms than lymph nodes from Group Y mice. Group X mice most likely lack which of the following?,"A: Cathelicidin-related antimicrobial peptide, B: Lysozyme, C: Major basic protein, D: Myeloperoxidase, E: Î±-Defensin  ",C,1_76
77,A 14-year-old girl is brought to the office by her mother because of a 3-month history of red bumps on her skin. The patient says the bumps are not itchy or painful but that she finds them embarrassing. She has no history of major medical illness and takes no medications. Her vital signs are within normal limits. Physical examination shows the findings in the photograph. Which of the following is the most likely diagnosis?,"A: Eczema, B: Folliculitis, C: Hidradenitis, D: Keratosis pilaris, E: Urticaria",D,1_77
80,"A 65-year-old woman has congestive heart failure for which she is treated with an appropriate drug regimen including an ACE inhibitor. Because of insufficient improvement in her symptoms of dyspnea on exertion and edema, the physician prescribes a second agent that results in hyperkalemia. This adverse effect most likely resulted from a drug that targets which of the following labeled locations in the diagram of a nephron?","A: , B: , C: , D: , E: ",E,1_80
81,"A 60-year-old woman is nearing the completion of a half marathon. Because she experiences esophageal regurgitation, she does not drink any liquid during the race. This woman's physical state at the end of the race will most likely activate which of the following renal segments at this time?","A: Arginine vasoreceptor 2 in the proximal tubular cells, B: K+ - H+ exchange in the distal tubule, C: Proximal tubule carbonic anhydrase, D: Urea reabsorption in the medullary collecting ducts, E: Water reabsorption in the ascending loop of Henle",D,1_81
82,"An investigator is studying heart development in an experimental animal model. The animal model is genetically modified so that no cardiac neural crest cells develop. This animal model is most likely to have which of the following
cardiac abnormalities?","A: Atrial septal defect, B: Coarctation of the aorta, C: Mitral stenosis, D: Persistent truncus arteriosus, E: Transposition of the great arteries",D,1_82
83,"A 78-year-old woman undergoes an outpatient laparoscopic cholecystectomy. During the procedure, ligation of the cystic artery is planned. It is most appropriate to ligate this artery at its junction with which of the following arteries?","A: Gastroduodenal, B: Left gastric, C: Left hepatic, D: Right gastric, E: Right hepatic",E,1_83
84,"A 32-year-old man comes to the office because of a 2-week history of fever and throat pain. He is 173 cm (5 ft 8 in) tall and weighs 63 kg (140 lb); BMI is 21 kg/m2. His pulse is 110/min, respirations are 16/min, and blood pressure is 98/68 mm Hg. Physical examination shows scattered 2- to 4-cm lymph nodes in the neck, axillae, and inguinal regions. There is a bilateral tonsillar exudate but no ulcerations. Results of laboratory studies are shown:
Hemoglobin 9.6 g/dL Hematocrit 29% Leukocyte count 1500/mm3 Platelet count 60,000/mm3
A heterophile antibody test result is negative. Which of the following is the most likely diagnosis?","A: Epstein-Barr virus infection, B: Gonococcal pharyngitis, C: HIV infection, D: Lymphogranuloma venereum infection, E: Streptococcal pharyngitis",C,1_84
85,"A 65-year-old woman with a history of rheumatic mitral valve disease is brought to the emergency department 30 minutes after the sudden onset of right-sided weakness and inability to speak. Neurologic examination shows weakness of the right lower side of the face and difficulty swallowing. Muscle strength is 3/5 on the right side. She can understand what is said to her, but she cannot repeat words or answer questions. An ECG shows atrial fibrillation. The most likely cause of the neurologic findings in this patient is occlusion of which of the following labeled arteries in the photograph of a normal brain?","A: , B: , C: , D: , E: ",D,1_85
86,"A 51-year-old man with a 10-year history of gastroesophageal reflux and suspected Barrett esophagus comes to the office because his omeprazole dose ""doesn't work around the Christmas holidays."" He states that he prides himself on having a large appetite and ""holding his liquor"" during the holidays. He currently takes the maximum dose of omeprazole. Which of the following is the most appropriate initial action by the physician?","A: Ask the patient how much he is eating and drinking during the holidays, B: Explain the hazards of untreated reflux in the presence of Barrett esophagus, C: Order an upper endoscopy, D: Refer the patient to a gastroenterologist, E: Switch the omeprazole to pantoprazole",A,1_86
87,"A 60-year-old man comes to the office because of weakness, tingling of his hands and feet, irritability, and forgetfulness for 4 months. Physical examination shows pallor, weakness, and spasticity. Deep tendon reflexes are increased. Sensation to vibration is absent in the lower extremities. Laboratory studies show megaloblastic anemia, serum antiparietal cell antibodies, and increased serum concentrations of methylmalonic acid and total homocyst(e)ine. The synthesis of which of the following amino acids is most likely impaired in this patient?","A: Cysteine, B: Glutamine, C: Methionine, D: Phenylalanine, E: Tyrosine",C,1_87
89,A 68-year-old man with alcohol use disorder comes to the office because of a 3-month history of intermittent blood in his urine; he has had no pain. He is a retired laboratory technician from a company that produces naphthylamine. He has smoked 1 1/2 packs of cigarettes daily for 45 years. A CT scan of the abdomen shows a mass in the pelvis of the left kidney. A photograph of the surgically resected kidney is shown. The neoplastic process in this kidney is most likely to be which of the following?,"A: Angiomyolipoma, B: Metastatic melanoma, C: Nephroblastoma, D: Oncocytoma, E: Urothelial carcinoma",E,1_89
